2103	Gainers included tire manufacturer locationC1 which rose 3.4% after it announced plans to acquire U. S. tire company locationC2.	locationC2	1
736	Another incentive for the banks to tackle bad debts is also next years European Central Banks health check of locationC1 banks . 	locationC1	0
1185	In locationE1, technology blue chips posted big losses after declines in their U. S. counterparts Friday and amid general disappointment in the lack of fresh incentives from the G-8 summit in locationE2 .	locationE1	-1
877	locationC1 said on Wednesday the mortgages , which includes 350 million euros of non-performing loans , were being sold by wholly owned-subsidiary Springboard to a company called Mars Capital Ireland No. 2 Limited . 	locationC1	1
2272	The instruments are being officially marketed at 104.5 area by locationC1 , locationC2 and locationC3 as joint structurers and locationC4 and Davy as joint bookrunners . 	locationC1	0
443	In locationE1, the benchmark 30-share Sensex index on locationC1 plunged 4% in early trading but had partially recovered by midafternoon, ending down 1.5% at 14141.52.	locationE1	-1
101	Together with a whole host of regulatory measures trying to solve too-big-to-fail , that has stepped up the regulatory value of senior paper , albeit in potentially different forms from what banks have issued up until now . 		0
4538	ING Groep is due to shed its remaining 75% stake in locationC1 by the end of 2016, and the U. S. company will rebrand itself as locationC2 to match its newly selected ticker.	locationC2	0
1042	It raises the issue of moral hazard and how you are tying the fate of the good banks with that of the bad banks . 		-1
7165	locationC1 dropped $6.05, or 11%, to $50.18 after issuing soft guidance during its first-quarter earnings.	locationC1	-1
6825	locationC1 expects to receive additional long-term incentives from auto makers in the first and second quarters that should add about four cents a share to its earnings, Mr.  Jackson said.	locationC1	1
2605	' Wage growth is not keeping pace with the labor market improvement and there are still a high number of discouraged workers , which is also driving consumer consumption declines . ' 		-2
1385	Using locationC1 as an example , Gupta believes Asian banks are much better capitalised and take more conservative approaches to building their balance sheets than their Western peers . 	locationC1	1
573	The drag on the locationE1 economy is likely to weigh on locationC1 which is considering when the appropriate time is to raise interest rates from the current 0.50 percent, where they have stayed since March 2009.	locationE1	-1
1979	Fears around a potential coupon skip had been at the heart of investor concerns in February , sending bonds into a downward spiral that is now threatening to resurface . 		-1
2252	The Irish banking sector suffered badly during the financial crisis but the recovery story is now well entrenched . 		-1
2089	[ID:nL11234644] “As a result of the sell-off in the past week or so the locationE1 market is oversold and the bank sector in particular is very oversold,” said Mike Lenhoff, chief strategist at locationC1.	locationE1	0
1199	A number of investors expressed concerns about HAA on the call yesterday but they know that just because theres one bad apple doesnt mean the whole banking system is rotten , said a banker at one of the lead managersClocationC1 , locationC2 , locationC3 and RBI . 	locationC2	0
4418	locationC1 soared 26.3 percent to $19.34 a day after the trucking company reported better-than-expected second-quarter profit.	locationC1	1
6723	The jump excludes a $29 million reduction in revenue as a result of the sale of certain contracts and settlement of litigation involving locationC1 and locationC2.	locationC1	-1
2135	Despite a positive revision to locationE1's first-quarter growth figures, the Nikkei Average also fell.	locationE1	0
1410	LONDON , Dec 3 ( IFR )CBank of Ireland is close to launching new shares and debt that will repay EUR1 .8 bn of state-owned preference shares that the bank had to issue as part of its 2009 bailout , according to market sources . 		-1
263	NEW YORK ( Reuters )CPuerto Ricos benchmark government bond slumped to an all-time low on Monday after competing groups of bondholders stepped up their legal battle over who should be paid first out of a smaller-than-expected pool of cash . 		-2
1174	The sugar and ethanol sector has been hit hard in recent years by both the steady decline of sugar prices and the Brazilian governments oil subsidies , which make ethanol less competitive . 		0
2099	Asian markets closed mostly higher Wednesday, with locationE1 breaking a two-day losing streak and locationE2 gaining on merger-and-acquisition news, while locationE3 hit a fresh six-year high.	locationE1	0
1729	The 5.6 % 2020s , also part of the exchange , were down over three points at 59 . 		-1
1851	In the telecom-services sector, locationC1, locationE1's biggest telecommunications company, rose 21 cents to C$30.95 after locationC2 upgraded the company to buy from neutral, saying locationC3 is pushing its price leadership strategy further and faster than it had expected.	locationC3	1
1891	The draft regulation also brought good news for bondholders , though . 		1
1783	locationC1 , locationC2 , locationC3 , locationC4 , locationC5 and locationC6 are joint leads . 	locationC2	0
7077	At an operating level, locationC1’s net interest income (locationC2), a measure of earnings on loans minus deposit costs, fell 9% in the second quarter to 820 million euros, while Caixabank’s lending income fell 1.3%.	locationC2	-1
3378	I would call up and they would say , Were under control , we have plenty of cash , said Richard Berse , president of locationC1 in New Jersey . 	locationC1	0
7555	The company primarily syndicated the loan in locationE1 and locationE2, leveraging its relationships with its core European lenders and new lending relationships that the company has built since it acquired locationC1 in 2008, the people familiar with the situation said.	locationC1	0
900	It has a total of 194.8 million subscribers, including 150.41 million in locationE1 and 40.1 million in Africa.	locationE1	-1
2133	The move in Spain comes in contrast to the situation in Italy , where regulators are still grappling with locationC1 , locationC2 and Veneto Banca . 	locationC2	0
251	locationC1 is the last of the major UK banks to issue a bond in this format and the timing of the deal capitalises on a positive set of results last week . 	locationC1	1
1219	locationE1's economy grew 9.6% in the second quarter, less than the expected 10.6% rise.	locationE1	-1
2039	A falling rupee makes imports more expensive, and can add to inflation within locationE1.	locationE1	-1
7398	June locationC1 gasoline futures eased 6 cents to $2.3405 a gallon.	locationC1	-1
3165	One of the few bright spots of the day was locationC1, which rose 4.9 percent to $28.70, rebounding from a 1-1/2 year low earlier, after brokerages including locationC2 and locationC3 reiterated their bullish stance on the stock.	locationC1	1
3851	locationC1 is rated Aa3 by locationC2 and double-A-minus by locationC3.	locationC1	1
2483	Banks fell in Friday’s session despite earnings from locationC1 and locationC2 that beat Wall Street’s expectations.	locationC1	1
743	In locationE1, the Nikkei 225 Average rose 1.1 per cent, locationE2 gained the same amount – snapping a three-day losing run – and locationE3 gained 0.8 per cent.	locationE2	1
2330	Traders said the rise may have been due to rising petroleum prices or to a large purchase from one of locationE1's private pension funds.	locationE1	1
1514	A technical default late last month by a small construction materials firm , locationC1 , was the first in Chinas high-yield bond market . . 	locationC1	-2
1412	LONDON , Nov 21 ( locationC1 )ClocationC2 is planning to raise USD15-20bn of Additional Tier 1 capital in the coming years despite misgivings as it seeks to meet new regulatory requirements , Alain Stangroome , head of group capital planning at locationC3 said . 	locationC2	0
743	At the end of 1H16 locationC1 had 49bn of Common Equity Tier 1 ( CET1 ) capital , a CET1 ratio of 12.2 % ( T ) and it had set aside 5.5 bn as litigation reserves , locationC2 analysts said in a note . 	locationC1	0
2991	By Helene Durand LONDON , Dec 3 ( locationC1 )ClocationC2 will declare the European Additional Tier 1 market well and truly open later on Tuesday when it prices a EUR1bn perpetual non-call seven-year issue , the first from a national champion in the single currency . 	locationC2	0
2443	* locationE1’s locationC1 100 falls 1.3 percent * Miners, oils fall as euro zone GDP disappoints * Low expectations for Sarkozy, Merkel meeting locationE2, Aug 16 (locationC2) - Miners and oil stocks led locationE3’s leading share index lower on Tuesday on worries the global recovery was stalling, as sluggish euro zone data halted a three-day recovery rally.	locationE3	-1
1747	A flaw in the old contract means the CDS are unlikely to pay out even though junior bondholders in locationC1 were effectively wiped out over the weekend after 4.9 bn of public money was injected in the bank and the lender split into a good and bad bank . 	locationC1	-1
2864	With spreads compressing , they are not getting paid incrementally what they should to buy riskier credits . 		-1
1168	Books have passed 2bn . 		1
3705	The locationC1 will compete with locationC2 locationC3 -1.51% iPhone and Research In Motion Ltd.  's locationC4.	locationC4	0
37	Im not convinced well see their integrated approach , said another banker . 		0
61	Some banks are now unable to sell as the price has dropped too low to get approval for a sale , a distressed loan trader said . 		-1
1545	In Indias largely state-owned financial sector , however , it poses a dilemma . 		-1
2357	The issuer will conduct a series of investor meetings in Europe ahead of the trade . 		0
7030	locationC1 also has agreed to ensure that a majority of its board is independent of both the company and ESL.	locationC1	1
2138	locationC1 continued with the strategy , even adding 12 lead managersClocationC2 , locationC3 , locationC4 , locationC5 , locationC6 , locationC7 , locationC8 , locationC9 , Mizuho , locationC10 , Santander and locationC11Cto the top line of its recent CoCo to ensure it benefited from future business . 	locationC6	0
2778	Im fairly bearish on the whole thing , there are rumours that the company will file for Chapter 11 in the next couple of weeks , a secondary loan trader said . 		-2
1252	Fears about locationE1 came to the fore again after locationC1, the European statistics agency, put the nation's deficit for last year at 13.6% of gross domestic product, much worse than the 12.7% the government had been estimating.	locationE1	-2
605	"In locationE1, shares in power provider locationC1 dropped 1.5% after the group said it expects new regulatory requirements to impose ""substantial burdens"" in the coming year."	locationE1	1
63	locationE1's stocks eked out some gains despite losses in the financial sector, while locationE2's long rally came to an end.	locationE1	1
565	Private data vendor locationC1 reported its locationE1 locationC2 slipped to 47.2 in September though, the lowest reading since March 2009.	locationE1	-1
270	Asset-backed bonds continued to see solid issuance with locationC1 launching $500 million in bonds due 2008, which are backed by corporate loans to locationE1 borrowers.	locationE1	1
95	Selling so-called subordinated debt would be a big mark of confidence for Portugals lenders such as state-owned locationC1 , Millennium BCP and locationC2 ( locationC3 ) , ahead of the locationC4 ( locationC5 ) health check of major euro zone banks next year . 	locationC1	1
4230	* Slow growth, euro zone crisis threaten profits * locationC1 launches earnings season, its stock rises after close * Visa, locationC2 fall after locationC3 downgrade * Indexes off: Dow 0.3 pct, S&P 0.2 pct, Nasdaq 0.2 pct By Caroline Valetkevitch locationE1, July 9 (locationC4) - U. S. stocks slipped in light trading on Monday, weighed down by weak economic data from Asia and signs of economic trouble in Europe, underscored by higher Spanish and Italian bond yields.	locationC1	1
1335	The 10-year yields in locationE1, locationE2, locationE3, locationE4, locationE5, the locationE6, locationE7, locationE8, locationE9 and locationE10 all fell to record lows, extending the declines of the past months.	locationE6	-2
1672	locationC1 is raising the capital as part of a plan to boost its leverage ratio , a measure of risk that regulators have recently brought into focus . 	locationC1	0
1741	The earnings miss is the sixth time in seven quarters that locationE1's top bank has fallen short of estimates, and reflects the bank's increased exposure to capital-markets volatility.	locationE1	-1
1015	locationE1 West Texas Intermediate crude was down 0.2 per cent in late trade at $70.24 a barrel after tumbling 5 per cent on Wednesday.	locationE1	0
1788	locationC1’s broadest index of Asia-Pacific shares outside locationE1 closed 0.35% lower, while locationE2’s Nikkei lost 0.86%.	locationE1	0
2855	The government is sending a team to New York on Monday to set conditions for talks by way of a court-appointed mediator aimed at settling the case . 		0
528	Forecasting firm locationC1 on Tuesday projected GDP would shrink at an annual rate of 39% in the second quarter, now in its ninth week.	locationC1	0
1281	Since the resolution of Popular , there has been a dramatic increase in the cost of borrowing for even the healthiest of banks . 		-1
2523	That morning Popular become the first , and to date only , bank to be put into resolution using new European rules brought in after the 2008 financial crisis to make bank failures more orderly . 		1
1296	Elsewhere in Asia, locationE1's All Ordinaries Index closed up 0.4% at 4346.70 and locationE2's locationC1 added 0.2% to close at 2350.61.	locationE1	2
2590	Of the handful of countries rated at triple B, locationE1 and locationE2 could be vulnerable to a possible rating downgrade that prompts their exit from investment-grade bond indexes, said Nick Eisinger, principal, fixed income emerging markets at locationC1.	locationE2	-1
2799	Conditions are pretty good as the appetite for Tier 2 debt has been really strong as we have seen from deals like locationC1 . 	locationC1	0
2816	Because locationC1 and locationC2 are offering stock for locationC3, neither can afford weak earnings and a resulting deflated stock price.	locationC3	1
1151	Major clients of locationE1's technology firms are likely to delay their orders due to high inventories of notebook computers and motherboards, and an expected oversupply in flat panels, he said.	locationE1	-1
496	LONDON , Feb 24 ( locationC1 )CArion Banki has mandated locationC2 , locationC3 and locationC4 for a potential euro-denominated senior unsecured transaction . 	locationC2	1
332	Lack of foreign bond financing has pressured central bank reserves to eight-year lows of $ 29.5 billion and stymied investment in roads and ports needed to keep shipments of soybeans and corn flowing from Argentina , the worlds No. 3 exporter of the two crops . 		-1
132	It also funded a dividend to private equity owners locationC1 and Golden Gate that left them with virtually no skin in the game after repaying most of their equity investment in the business . 	locationC1	1
346	locationC1 fell 1 3/4 to 59, and DaimlerChrysler gave up 1 1/16 to 102 7/8.	locationC1	-2
318	The barometer of this is the Tier 2 bonds , said a second banker who syndicates Italian risk . 		0
2318	We have discussions ongoing for a couple of ( locationC1 ) portfolios . 	locationC1	0
5885	Cost savings that the company continues to squeeze out of locationC1 helped boost North American core profit 18% in the quarter, despite the fall in sales volumes in the region.	locationC1	1
3667	For its latest quarter, locationC1 reported a profit of $438 million, down from year-earlier earnings of $497 million.	locationC1	-1
1331	The 10-year yields in locationE1, locationE2, locationE3, locationE4, locationE5, the locationE6, locationE7, locationE8, locationE9 and locationE10 all fell to record lows, extending the declines of the past months.	locationE2	-2
1728	The second-lien market will continue to go up and down , the investor said . 		0
3014	locationC1 eventually gave the green light to a further 1.9 bn the next day , but it was too little , too late . 	locationC1	-1
1317	The regulators report coincided with the start of banks earnings reporting period and bank shares rallied . 		1
1856	locationE1, locationE2 .	locationE2	0
624	locationC1 FTSE 100 gained 2.1% to 5642.50, locationE1's DAX climbed 2.7% to 6866.63 and locationE2's CAC-40 rose 1.6% to 3669.29.	locationE1	2
2316	Under Barses direction , assets at Third Avenue peaked at $ 26 billion in 2006 , but by the time of his departure managed assets had dwindled to about $ 8 billion . 		-1
2197	His concern is rising rates , and the very real chance that at some point this year , this will prompt a sharp correction . 		0
352	locationC1 dropped 9 3/16 to 59 1/16.	locationC1	-1
6702	The financial services group climbed 0.3%, with locationC1 rising 23 cents to C$44.65, locationC2 gaining 25 cents to C$59.35 and locationC3 advancing 8 cents to C$56.52.	locationC2	2
2986	I dont think there has been enough time to carefully understand the value of the portfolio , said one locationC1 adviser . 	locationC1	0
2169	By region, exports to locationE1, locationE2’s biggest trading partner, shrank 12.1% year-on-year in August, down for the sixth month and driven by declines in shipments of semiconductor manufacturing equipments and car parts.	locationE2	-1
4707	Networking firm locationC1 closed down 0.10 at 11.95, fiber-optics equipment company JDS Uniphase declined 0.25 to 17.50, wireless handheld device manufacturer locationC2 dipped 0.31 to 41.20 and electronics manufacturing services company locationC3 rose 2.30 to 65.00.	locationC3	1
1215	Financing raised through LGFVs accounted for almost 40 % of total debt . 		0
1103	At its second quarter results , Nordeas Common Equity Tier 1 ratio was 15.2 % . 		0
3399	LONDON , March 3 ( locationC1 )ClocationC2 has launched a 300m three-year senior bond at mid-swaps plus 310bp , the tight end of revised guidance according to a lead manager . 	locationC2	1
2171	locationE1’s exports to locationE2 slipped 4.4% in the year to August, their first fall since September last year and driven by declines in exports of 3000cc cars and car parts.	locationE1	-1
65	Gains in the telecom group helped to support locationE1's market, with the sector's subindex gaining 1.2%.	locationE1	1
2080	As with other Basel III-compliant capital issues , Mizuhos notes will expose investors to the risk of principal losses if regulators decide the bank is no longer viable . 		-2
2299	For the likes of locationC1 and Millennium BCP , bankers say they are unlikely to go beyond an 8 percent coupon for a Tier 2 to begin with . 	locationC1	0
789	A herd-like grab for yield has led to a 100bp tightening of the spread between higher rated Double B and riskier Triple C rated junk bonds since June to 253bp . 		-1
2131	At the end of the day nobody wants this operation to fail . 		0
3076	The bond offering is expected to be rated B by locationC1 and will be managed by locationC2 , Davy , locationC3 , locationC4 and locationC5 . 	locationC4	0
1820	Lead managers locationC1 , locationC2 , locationC3 and locationC4 have not taken too many chances and have wall-crossed accounts to ensure the success of the transaction . 	locationC1	0
2049	* locationC1 100 up 0.3 percent * Financials gain as confidence grows over liquidity boost * Integrated oils climb as ING starts locationC2 with “buy” * locationC3, Weir fall on respective downgrades By David Brett LONDON Jan 23 (locationC4) - Financials and oil stocks lifted locationE1’s locationC5 100 higher on Monday morning, with analysts saying they expected a sector rotation into cyclicals to continue as confidence grows that European governments will take steps to avoid economic meltdown.	locationE1	1
1488	The company is required to cut costs and stop dividend payments , ensuring it acts in the interests of its debtholders . 		-1
7560	locationC1 lost 49 Canadian cents to C$30.44 and locationC2 fell 43 cents to C$10.54.	locationC2	-1
2881	Its outstanding paper has performed strongly in recent years . 		2
4711	In the banking group, locationC1 dropped 0.24 to 49.20, locationC2 rose 0.25 to 51.10 and locationC3 dropped 1.15 to 44.91.	locationC2	1
6272	Despite jumping above analysts’ low expectations hurdle, locationC1’s 63 per cent fall in first-quarter earnings set the tone for an energy sector unable to buck locationE1 equities’ losing session.	locationC1	-1
788	“The one part of the economy that has remained disappointing is clearly the employment picture,” said Ryan Detrick, chief market strategist at locationC1 in locationE1, locationE2.	locationC1	-1
1322	The Outlook is Stable . 		0
3394	locationC1 edged down two cents to C$47, while peer locationC2 gave up 82 cents to C$55.53.	locationC2	-2
7312	locationC1 jumped 1 13/16, or 20%, to 11.	locationC1	1
531	With a skilled, English-speaking workforce, locationE1 remains one of the most preferred technology outsourcing destinations for Western clients.	locationE1	2
206	Crude oil futures rose on Wednesday on signs of a pick-up in locationE1 petrol demand, although this bullish signal was countered by another increase in locationE2 petrol and crude oil inventories.	locationE1	0
2083	locationE1, Nov 12 (locationC1) - locationE2's locationC2 100 .	locationE2	0
3286	But with the clock ticking , this key process has yet to kick off . 		-1
7314	locationC1 tumbled 1 9/16, or 22%, to a 52-week low of 5 1/2.	locationC1	-1
3232	Ahold, which operates supermarkets in the locationE1 and the U. S., including the locationC1 chain, jumped 4.5% after announcing that it will reorganize its U. S. and European operations as its positions itself to make acquisitions.	locationC1	1
1197	Huang Wentao , an analyst with locationC1 , did not expect Sinosteels bonds to be involved in the debt-to-equity swap , but did see the execution of the swap lifting the likelihood of bondholders being fully repaid . 	locationC1	0
2725	* Banks, industrials slip following March jobs data * locationE1’s PPI drops, raising worries about slowing demand * locationC1 shares soar on locationC2 patents deal * locationC3 off 1 pct, locationC4 down 1.1 pct, locationC5 off 1.1 pct By Ryan Vlastelica NEW YORK, April 9 (locationC6) - The locationC7 and the S&P 500 extended losses to a fourth day on Monday, as investors took their cues from last week’s disappointing jobs report, which raised fresh concerns about the U. S. economy’s recovery.	locationC1	2
552	In locationE1, markets were closed as Typhoon locationC1 made its way toward the city.	locationE1	-2
1796	locationE1 is grappling with the impact of banks' prolific lending in foreign currencies before the 2008 financial crisis.	locationE1	0
108	The locationE1n dollar has faced volatility as expectations rose that Australia’s central bank might soon come under pressure to follow its counterparts in locationE2 and locationE3.	locationE1	-1
3033	The price action on the pars tells you a lot about how people are positioned , said a hedge fund manager . 		0
319	locationC1 continued with the strategy , even adding 12 lead managersClocationC2 , locationC3 , locationC4 , locationC5 , locationC6 , locationC7 , locationC8 , locationC9 , Mizuho , locationC10 , Santander and locationC11Cto the top line of its recent CoCo to ensure it benefited from future business . 	locationC5	0
2579	locationC1 holds GBP195 .2 m and GBP163m of those two bonds , respectively . 	locationC1	0
1327	About half of the issue went to locationE1, 10% to locationE2, 5%-6% to locationE3 and 10%-12% to the U. K., with the remainder split between locationE4, the locationE5 countries, locationE6, locationE7 and Scandinavia.	locationE6	1
3024	The person said that the locationC1 quickly realised that only one of the potential options in its resolution toolbox was really available : a sale of Popular to a healthier bank that could inject liquidity . 	locationC1	0
2197	Mr.  Jacobs said locationC1's workforce had shrunk in the past year, though he declined to specify what the firm's headcount was at the end of the third quarter.	locationC1	-1
79	As recently as September , locationC1 issued just EUR500m of a perp non-call five Additional Tier 1 on EUR1 .5 bn of demand , while locationC2 issued a USD1bn 20-year non-call five CoCo Tier 2 that only found around USD250m of US investor interest . 	locationC2	-1
600	locationE1's benchmark IBEX-35 index fell 0.8% and locationE2's locationC1 index slumped 1.1%.	locationE2	-1
6239	The strong showing for the deal reflects optimism from some bond investors about locationC1's acquisition of locationC2, as well as good demand for longer-dated debt from such institutional investors as pension funds and insurance companies looking to move into safer, higher-quality assets.	locationC1	1
1991	A raft of data indicating that locationE1's decade-long mining boom has peaked has turned many investors away from the country's resource-related shares.	locationE1	-1
843	Shares in airline companies locationC1 and China Southern soared after the two said late Wednesday they'll receive $438 million by selling shares listed in locationE1 and locationE2 to their state-owned parent companies.	locationE2	0
1506	Adding to the bullish mood was a weaker locationE1 dollar, which makes commodities cheaper in other currencies, and self-imposed production constraints that have helped tighten markets and bring supply and demand back into balance.	locationE1	-1
5339	Investors probably will focus mostly on locationC1, seeking more details about the company's schedule for wringing savings out of the merger of locationC2 and locationC3.	locationC2	1
2110	International investors on the other hand are less scared about the Italian sovereign debt risk and , since the summer , have started to look with interest at Italy . 		1
2458	Regulation of debt arrangements ... is critical to strengthening the confidence of savers and depositors in the credit system , she said , adding that such a process would create more rational pricing of debt . 		1
7160	* locationC1 shares up in premarket trade following results * Oil climbs above $111 on gasoline supplies, weak dollar * FOMC to release minutes from April 26-27 meeting * Futures: locationC2 down 0.6 pt, locationC3 up 2 pts, locationC4 down 3 pts * For up-to-the-minute market news see [locationC5/US] (Updates with stock index futures turning flat, adds Abercrombie, Target results) By Angela Moon locationE1, May 18 (locationC6) - U. S. stock index futures were little changed on Wednesday as investors turned cautious before news from locationC7, offsetting gains in computer maker locationC8 and a rebound in commodity prices.	locationC8	0
1221	By Helene Durand LONDON , Dec 3 ( locationC1 )ClocationC2 will declare the European Additional Tier 1 market well and truly open later on Tuesday when it prices a EUR1bn perpetual non-call seven-year issue , the first from a national champion in the single currency . 	locationC1	0
976	locationC1, which stayed ahead of locationC2 as the world’s biggest automaker by a thinner margin last year, built 3.28 million vehicles in locationE1 last year, compared with 992,000 for locationC3 and 1.13 million for locationC4.	locationC2	1
988	locationE1 (locationC1) - World share markets rebounded on Tuesday as locationE2’s lira pulled out of a recent nosedive and reassuring data from locationE3 helped offset the latest softness in locationE4’s economy.	locationE2	1
1872	In locationE1, the locationC1 Index rose 0.7% to 22617.01 on gains in locationE2's biggest lenders though some profit-taking capped the market's rise.	locationE2	1
1501	Ive yet to see a Spanish bank selling at an 80 or 90 percent discount . 		0
1376	locationE1 acquired $471.7 billion of international reserves in 2010, locationC1 said in a statement, up 18% from 2009's increase, indicating inflows into the country remain huge, as does its intervention in foreign-exchange markets to hold down the yuan exchange rate.	locationE1	1
2271	locationE1, locationE2—Bajaj Auto Ltd.  Thursday said it has shelved a project to develop a low-cost minicar in locationE3 for locationC1 and locationC2  , deciding the project was commercially unviable.	locationE3	0
576	FITCH 'S CODE OF CONDUCT , CONFIDENTIALITY , CONFLICTS OF INTEREST , AFFILIATE FIREWALL , COMPLIANCE AND OTHER RELEVANT POLICIES AND PROCEDURES ARE ALSO AVAILABLE FROM THE ' CODE OF CONDUCT ' SECTION OF THIS SITE . 		0
1880	Concerns over individual investors did not come into play with locationC1 as its notes were privately placed to institutional investors , mainly securities firms and banks , in the interbank bond market , analysts said . 	locationC1	0
384	Santander took its locationE1 unit public in 2009 and priced each share at 23.50 Brazilian reais ($10.57).	locationE1	1
1952	The capital package will be presented to BMPS shareholders on November 24 , less than two weeks before a closely watched Italian constitutional referendum that could prove to be another source of volatility for the countrys fragile banking sector . 		-1
